"No.","Ticker","Company","Country","Market Cap","P/E","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
1,"CDT","Conduit Pharmaceuticals Inc","USA",29.97,,10.34,86.00%,0.00%,2.18%,1.77%,0.71%,0.23,0.07,0.07%,1.40%,2.19%,3.15%,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,-2.89%,-79.91%,-87.39%,-90.08%,-96.13%,-91.08%,0.22,35.43%,31.41%,-57.21%,-80.83%,-86.12%,,-3.61%,75.46%,313.83,1674.94,26282555,0.24,0.42,0.42,0.38,0.41,69.13%,
2,"AEON","AEON Biopharma Inc.","USA",104.10,,12.77,67.35%,0.00%,14.82%,4.33%,1.14%,0.15,0.15,0.00%,0.00%,-1.08%,-1.08%,-1.08%,-1.08%,-1.08%,-1.08%,-1.08%,-1.08%,141.91%,95.66%,-62.52%,-62.84%,-66.74%,-63.04%,0.33,36.67%,17.87%,124.29%,80.48%,-55.76%,5/14/2024 4:30:00 PM,-1.81%,18.86%,1001.61,38.71,1938618,2.28,2.71,2.71,2.66,2.66,16.71%,
3,"SIEB","Siebert Financial Corp.","USA",70.59,8.21,13.58,65.96%,0.00%,1.74%,1.92%,0.64%,5.22,0.09,-1.67%,-1.67%,-3.80%,-3.80%,-3.80%,-3.80%,-3.80%,-3.80%,-3.80%,-3.80%,2.32%,-2.75%,-15.71%,-4.20%,-24.68%,5.36%,0.11,2.43%,6.23%,3.32%,-12.01%,-5.57%,,-3.80%,6.98%,16.53,302.32,249864,1.72,1.84,1.84,1.77,1.77,2.91%,
4,"PASG","Passage Bio Inc","USA",60.41,,44.54,27.74%,-0.02%,32.76%,-5.98%,3.79%,15.78,1.69,1.03%,-5.77%,-7.55%,-2.00%,-5.77%,-5.77%,-5.77%,-5.77%,-5.77%,-5.77%,14.62%,-8.41%,-20.33%,-9.26%,-2.49%,-2.97%,0.10,7.59%,9.07%,6.77%,-13.27%,-4.37%,5/14/2024 8:30:00 AM,-3.92%,10.71%,106.90,54.19,289629,0.92,1.02,1.12,0.94,0.98,6.37%,
5,"HYZN","Hyzon Motors Inc","USA",81.64,,129.54,47.64%,-7.93%,17.28%,-2.31%,6.35%,18.50,8.23,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.17%,-32.40%,-46.77%,-48.80%,-77.70%,-63.13%,0.03,7.86%,11.91%,-6.47%,-28.02%,-54.98%,5/13/2024 4:30:00 PM,0.00%,0.30%,444.74,7.55,167978,0.33,0.33,0.33,0.33,0.33,0.30%,
