"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
1,"HOTH","Hoth Therapeutics Inc","Healthcare","Biotechnology","USA",10.13,,5.36,5.32,99.25%,0.73%,0.00%,9.21%,0.50%,1.43%,0.79,0.08,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,101.09%,103.18%,58.82%,47.66%,-27.59%,31.25%,0.15,16.38%,9.28%,110.36%,85.74%,54.95%,4.42%,86.22%,96.89,1248.43,6048219,0.97,1.81,1.94,1.79,1.89,94.45%
2,"NIVF","NewGenIvf Group Ltd","Healthcare","Health Information Services","Taiwan",10.66,,3.73,2.83,75.87%,72.08%,0.00%,12.73%,2.33%,2.83%,0.04,0.08,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.51%,1.94%,-52.91%,-90.41%,-89.68%,-90.37%,0.11,6.12%,8.46%,6.45%,-3.39%,-85.05%,-1.87%,22.86%,2078.12,28.75,2987537,0.87,1.07,1.07,1.05,1.05,20.56%
