"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
1,"GPAK","Gamer Pakistan Inc.","Industrials","Specialty Business Services","USA",11.00,,25.58,19.38,75.76%,24.22%,0.00%,0.53%,,0.01%,0.01,0.00,-3.35%,-1.15%,14.97%,27.63%,54.27%,104.81%,149.91%,149.91%,149.91%,149.91%,136.19%,83.57%,108.79%,64.79%,,-4.42%,0.05,13.75%,13.51%,123.15%,98.21%,9.18%,149.91%,3.61%,213.99,625.20,6689360,0.17,0.17,0.47,0.17,0.43,158.94%
2,"HOVR","New Horizon Aircraft Ltd","Industrials","Aerospace & Defense","Canada",11.44,1.09,12.17,8.51,69.93%,54.29%,0.00%,12.32%,,1.94%,0.17,0.17,1.27%,0.20%,0.20%,-0.90%,-0.37%,0.95%,6.52%,6.52%,6.52%,6.52%,-5.46%,-15.82%,-73.11%,-68.36%,-94.11%,-92.61%,0.12,30.03%,18.41%,10.22%,-29.92%,-86.72%,5.49%,8.27%,950.04,23.51,1116867,0.54,0.58,0.63,0.58,0.61,14.22%
3,"NMHI","Nature's Miracle Holding Inc.","Industrials","Specialty Industrial Machinery","USA",19.19,3.11,22.27,9.88,44.36%,62.65%,0.00%,0.61%,6.94%,0.92%,1.11,0.09,-1.09%,-1.67%,-0.67%,-1.36%,-4.82%,-2.20%,-5.83%,-5.83%,-5.83%,-5.83%,60.95%,18.06%,-21.01%,-93.40%,-92.97%,-93.41%,0.08,9.46%,8.83%,53.46%,18.17%,-87.33%,-7.96%,125.09%,81.94,2448.49,10031506,0.35,0.79,0.83,0.72,0.73,107.17%
4,"SOAR","Volato Group Inc","Industrials","Airports & Air Services","USA",25.95,,28.04,14.36,51.21%,51.36%,0.12%,7.74%,6.23%,2.49%,0.79,0.36,-1.10%,-2.37%,-2.37%,-3.91%,-6.47%,-10.10%,-1.04%,-1.04%,-1.04%,-1.04%,44.06%,81.62%,-53.48%,-55.48%,-91.59%,-76.71%,0.12,25.86%,14.32%,60.74%,-1.29%,-80.55%,1.47%,81.31%,452.58,438.25,9917218,0.48,0.87,1.07,0.87,0.88,83.97%
5,"WRNT","Warrantee Inc ADR","Technology","Software - Application","Japan",18.57,,22.40,,,,,0.68%,,,0.83,0.10,-0.13%,-2.62%,-4.34%,-2.36%,-8.02%,-8.41%,-9.87%,-9.87%,-9.87%,-9.87%,167.39%,151.18%,176.30%,151.26%,,151.33%,0.08,9.78%,9.10%,167.57%,167.53%,110.72%,-15.19%,235.88%,123.25,3644.21,22458208,0.29,0.98,1.04,0.83,0.83,184.85%
