"No.","Ticker","Company","Country","Market Cap","P/E","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
1,"CDT","Conduit Pharmaceuticals Inc","USA",28.07,,10.34,86.00%,0.00%,2.18%,1.77%,0.71%,0.23,0.07,1.39%,1.63%,1.68%,2.07%,1.55%,2.15%,-3.18%,-4.93%,-4.93%,-4.93%,-9.04%,-81.18%,-88.19%,-90.70%,-96.37%,-91.64%,0.22,35.43%,31.41%,-59.92%,-82.05%,-87.00%,,-9.71%,75.46%,313.83,1995.04,31305428,0.24,0.42,0.42,0.35,0.38,58.42%,
2,"AEON","AEON Biopharma Inc.","USA",102.49,,12.77,67.35%,0.00%,14.82%,4.33%,1.14%,0.15,0.15,1.55%,1.55%,1.55%,1.55%,1.95%,1.95%,5.65%,-2.60%,-2.60%,-2.60%,138.18%,92.65%,-63.10%,-63.41%,-67.25%,-63.61%,0.33,36.67%,17.87%,120.83%,77.70%,-56.44%,5/14/2024 4:30:00 PM,-3.32%,18.86%,1001.61,42.55,2130725,2.28,2.71,2.71,2.47,2.62,14.91%,
3,"SIEB","Siebert Financial Corp.","USA",70.19,8.17,13.58,65.96%,0.00%,1.74%,1.92%,0.64%,5.22,0.09,0.00%,0.00%,0.00%,0.00%,0.00%,-2.22%,-4.35%,-4.35%,-4.35%,-4.35%,1.74%,-3.30%,-16.19%,-4.74%,-25.11%,4.76%,0.11,2.43%,6.23%,2.74%,-12.51%,-6.11%,,-4.35%,6.98%,16.53,312.81,258539,1.72,1.84,1.84,1.76,1.76,2.33%,
4,"VSME","Vs Media Holdings Ltd.","Hong Kong",39.60,,18.42,16.27%,0.00%,0.03%,,0.09%,0.21,0.02,0.00%,0.00%,0.00%,1.69%,1.69%,4.65%,3.45%,-2.70%,-2.70%,-2.70%,19.21%,14.29%,-34.90%,-36.74%,,-31.97%,0.34,21.93%,21.08%,5.33%,-15.42%,-58.15%,,4.65%,-2.27%,79.17,250.93,993308,1.76,1.72,1.85,1.69,1.80,2.27%,
5,"PASG","Passage Bio Inc","USA",57.94,,44.54,27.74%,-0.02%,32.76%,-5.98%,3.79%,15.78,1.69,0.00%,0.00%,0.00%,0.00%,2.03%,-2.59%,-1.05%,-9.62%,-9.62%,-9.62%,9.94%,-12.15%,-23.58%,-12.96%,-6.47%,-6.93%,0.10,7.59%,9.07%,2.41%,-16.81%,-8.27%,5/14/2024 8:30:00 AM,-7.84%,10.71%,106.90,71.51,382236,0.92,1.02,1.12,0.91,0.94,2.03%,
6,"HYZN","Hyzon Motors Inc","USA",81.64,,129.54,47.64%,-7.93%,17.28%,-2.31%,6.35%,18.50,8.23,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-7.17%,-32.40%,-46.77%,-48.80%,-77.70%,-63.13%,0.03,7.86%,11.91%,-6.47%,-28.02%,-54.98%,5/13/2024 4:30:00 PM,0.00%,0.30%,444.74,7.66,170229,0.33,0.33,0.33,0.33,0.33,0.30%,
7,"MTNB","Matinas Biopharma Holdings Inc","USA",46.45,,244.48,2.53%,0.00%,11.09%,2.64%,0.92%,2.41,2.24,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.62%,15.75%,-8.54%,-18.41%,-49.12%,-14.34%,0.01,5.66%,5.40%,14.59%,12.47%,-12.19%,5/9/2024 4:30:00 PM,0.00%,1.42%,930.26,2.32,107718,0.18,0.19,0.19,0.19,0.19,1.42%,
