"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Cash/sh","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Gap","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
1,"ASST","Asset Entities Inc","Communication Services","Internet Content & Information","USA",18.45,,0.21,1.16,1.03,88.66%,0.00%,0.34%,,0.24%,0.03,0.00,0.00%,1.00%,-0.49%,-4.25%,-1.46%,-4.69%,11.54%,22.29%,22.29%,22.29%,-2.40%,-9.58%,-2.17%,4.67%,-70.26%,-36.46%,0.33,19.99%,15.90%,16.71%,2.34%,-12.52%,5.10%,653.49,2818335,1.57,1.65,2.42,1.65,2.03,29.30%
2,"BTAI","BioXcel Therapeutics Inc","Healthcare","Biotechnology","USA",51.04,,1.98,29.93,29.32,21.88%,-3.13%,25.03%,-4.57%,5.52%,2.61,1.62,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.07%,-0.07%,23.64%,-0.73%,-49.25%,-46.03%,-87.33%,-53.90%,0.11,9.68%,10.19%,14.67%,-15.20%,-50.57%,1.57%,19.19,595922,1.34,1.36,1.36,1.36,1.36,1.49%
3,"CDT","Conduit Pharmaceuticals Inc","Healthcare","Biotechnology","USA",19.90,,0.02,73.83,10.34,86.00%,0.00%,2.18%,1.77%,0.71%,0.04,0.07,-0.19%,-0.37%,-0.37%,-0.99%,-0.99%,-0.99%,-1.28%,-2.00%,-2.00%,-2.00%,-8.64%,-85.03%,-91.28%,-92.41%,-97.43%,-94.08%,0.21,43.08%,31.84%,-69.06%,-86.94%,-90.69%,9.20%,77.30,7854686,0.25,0.27,0.29,0.27,0.27,7.33%
4,"GDTC","CytoMed Therapeutics Ltd","Healthcare","Biotechnology","Singapore",34.97,,0.59,11.53,4.73,59.01%,0.00%,0.00%,,0.83%,9.36,0.04,-2.26%,3.41%,1.00%,23.67%,7.83%,28.39%,37.73%,37.73%,37.73%,37.73%,40.93%,45.68%,47.09%,-33.26%,-46.28%,-38.16%,0.30,6.54%,3.57%,49.57%,46.87%,4.01%,12.24%,4711.94,987473,1.96,2.20,4.89,2.20,3.03,54.59%
5,"MLGO","MicroAlgo Inc","Technology","Software - Infrastructure","China",25.42,,2.52,5.16,1.71,77.57%,0.00%,0.14%,-0.51%,134.57%,0.26,2.30,0.30%,-0.89%,-1.18%,-0.60%,0.30%,-0.30%,-1.18%,-0.60%,-0.60%,-0.60%,-19.32%,-16.92%,30.47%,-47.08%,-85.48%,-63.38%,2.45,30.92%,45.59%,-60.10%,-36.53%,-74.53%,26.41%,14.29,6365188,2.84,3.59,3.60,3.20,3.34,17.61%
6,"SHIM","Shimmick Corp.","Industrials","Engineering & Construction","USA",91.09,,0.91,30.89,30.89,0.00%,,7.23%,,0.21%,0.35,0.06,0.31%,0.31%,0.65%,-0.03%,-0.07%,-1.04%,-2.03%,-8.13%,-8.13%,-8.13%,76.59%,71.45%,-13.77%,-54.56%,,-55.32%,0.23,9.75%,7.24%,81.53%,48.91%,-36.54%,53.14%,288.91,2665792,2.07,3.17,3.23,2.91,2.95,42.46%
7,"VEV","Vicinity Motor Corp","Consumer Cyclical","Auto Manufacturers","Canada",27.65,,0.09,45.67,41.02,10.18%,0.00%,1.13%,,0.02%,0.00,0.01,0.00%,0.00%,0.00%,2.40%,0.56%,-3.09%,-0.13%,0.90%,0.90%,0.90%,83.45%,-6.85%,-2.35%,-31.90%,-31.48%,-26.08%,0.11,20.63%,15.59%,11.57%,-7.22%,-21.60%,0.87%,6.38,632917,0.57,0.58,0.72,0.58,0.61,5.29%
