"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
1,"AIM","AIM ImmunoTech Inc","Healthcare","Biotechnology","USA",21.71,,57.14,52.58,92.02%,7.97%,7.96%,7.16%,-3.18%,0.88%,1.86,0.46,0.00%,0.77%,-0.03%,-2.56%,1.25%,2.59%,0.00%,0.05%,0.05%,0.05%,-9.95%,-2.84%,-10.72%,-11.65%,-44.36%,-13.64%,0.04,10.56%,7.90%,0.52%,-2.17%,-11.84%,0.05%,0.00%,247.96,47.42,587877,0.38,0.38,0.47,0.37,0.38,0.05%
2,"LITM","Snow Lake Resources Ltd","Basic Materials","Other Industrial Metals & Mining","Canada",22.76,,18.19,11.86,65.20%,41.64%,0.00%,0.27%,-15.01%,0.08%,0.20,0.01,-0.88%,-4.27%,-13.18%,-10.38%,-3.45%,13.13%,13.13%,13.14%,12.01%,12.01%,85.71%,51.35%,27.27%,12.00%,-47.17%,-4.27%,0.11,17.49%,10.73%,58.83%,43.79%,26.42%,15.30%,0.35%,48.31,646.15,1560924,0.97,0.97,1.39,0.92,1.12,15.70%
3,"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",1715.21,,1008.49,991.03,98.27%,2.36%,3.87%,66.91%,0.64%,14.16%,14.13,140.38,0.02%,0.55%,0.00%,0.58%,1.22%,4.31%,6.95%,6.95%,16.54%,15.74%,26.10%,60.93%,24.25%,23.34%,-7.66%,-7.66%,0.09,5.60%,6.74%,44.35%,39.37%,20.82%,15.74%,-2.01%,9934.29,8.15,4047252,1.49,1.46,1.71,1.45,1.69,13.41%
4,"MAXN","Maxeon Solar Technologies Ltd","Technology","Solar","Singapore",12.32,,53.96,31.36,58.12%,43.70%,0.00%,89.93%,0.40%,73.19%,0.38,22.95,-0.18%,0.32%,0.41%,0.50%,2.03%,1.47%,1.24%,5.29%,4.64%,4.74%,-9.42%,-79.24%,-88.72%,-95.66%,-99.19%,-96.92%,0.12,13.72%,26.69%,-45.11%,-84.56%,-94.41%,4.74%,0.05%,59760.75,4.65,13904176,0.21,0.21,0.22,0.21,0.22,4.79%
5,"PIRS","Pieris Pharmaceuticals Inc","Healthcare","Biotechnology","USA",18.16,,1.24,1.23,99.19%,6.97%,0.00%,36.76%,-76.57%,1.45%,0.85,0.02,0.49%,-1.70%,0.81%,3.46%,2.99%,1.18%,1.18%,-3.84%,18.21%,33.59%,85.94%,60.28%,14.67%,2.75%,-25.22%,-5.49%,1.21,7.80%,9.40%,71.77%,46.78%,-0.53%,41.86%,21.55%,20.91,1261.70,1319160,7.98,9.70,15.88,9.70,13.76,72.43%
6,"RGC","Regencell Bioscience Holdings Ltd","Healthcare","Drug Manufacturers - Specialty & Generic","Hong Kong",233.01,,13.01,12.02,92.39%,7.60%,0.00%,0.01%,,0.01%,0.03,0.00,-0.50%,3.53%,6.04%,3.23%,-1.05%,-3.86%,0.51%,6.61%,-10.45%,-12.51%,459.06%,309.54%,384.05%,27.56%,-40.28%,70.57%,2.84,162.76%,46.68%,331.48%,274.91%,66.66%,-10.58%,33.89%,32.61,355.03,578953,14.96,20.03,22.95,16.00,17.91,19.72%
7,"SGMO","Sangamo Therapeutics Inc","Healthcare","Biotechnology","USA",145.24,,207.51,186.71,89.98%,10.03%,0.00%,49.04%,6.83%,8.31%,6.84,15.51,3.57%,0.27%,-0.17%,-7.14%,-4.10%,8.85%,16.69%,38.46%,95.50%,53.02%,60.53%,48.98%,34.36%,54.10%,-46.98%,28.82%,0.08,12.61%,13.12%,79.37%,42.05%,25.22%,52.95%,14.03%,2266.02,335.51,38013082,0.40,0.46,0.79,0.32,0.70,74.41%
8,"TNXP","Tonix Pharmaceuticals Holding Corp","Healthcare","Biotechnology","USA",10.52,,58.61,17.45,29.77%,0.00%,,4.27%,216.69%,10.26%,1.31,1.79,-0.33%,0.50%,0.33%,0.50%,-0.85%,0.38%,-1.34%,-0.66%,-8.34%,-8.34%,1.17%,-49.33%,-87.98%,-93.54%,-98.92%,-95.32%,0.15,5.94%,10.34%,-14.70%,-77.72%,-93.70%,3.97%,2.15%,1362.37,106.75,7271512,0.57,0.58,0.69,0.57,0.60,6.20%
