"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change"
1,"BLMZ","BloomZ Inc.","Communication Services","Electronic Gaming & Multimedia","USA",37.82,,,12.44,,,,,,,,,,28.48%,-11.63%,-12.35%,0.00%,1.67%,0.00%,2.36%,2.70%,-1.62%,0.33%,-5.00%,-5.00%,-5.00%,,,,,,24.08%,1.37,,,24.08%,24.08%,24.08%,-5.00%,30.61%,2081.96,33.48,3485692,2.45,3.20,3.28,2.83,3.04,24.08%,,
2,"MIRA","Mira Pharmaceuticals Inc","Healthcare","Drug Manufacturers - General","USA",51.43,,,14.78,9.75,65.97%,34.05%,0.17%,4.20%,,0.17%,0.00,0.02,,0.00%,,0.58%,-1.42%,-1.97%,-5.18%,-0.29%,4.50%,11.90%,38.10%,38.10%,38.10%,342.75%,390.14%,300.00%,266.32%,,231.43%,0.67,93.07%,32.01%,231.00%,292.11%,150.08%,46.84%,0.42%,3780.30,30.86,5832984,2.36,2.37,3.77,2.35,3.48,47.46%,,
3,"PBM","Psyence Biomedical Ltd.","Healthcare","Biotechnology","Canada",13.66,,,13.39,4.70,35.10%,64.90%,0.00%,15.24%,14.59%,5.10%,0.23,0.24,,0.00%,,0.99%,3.80%,2.25%,-1.92%,-0.97%,-0.97%,-10.53%,-14.29%,-14.29%,-14.29%,137.76%,177.32%,27.82%,-82.06%,-89.97%,-88.96%,0.12,11.55%,14.43%,193.05%,79.66%,-77.52%,-9.73%,188.71%,1037.59,295.79,15345556,0.39,1.13,1.37,0.98,1.02,160.60%,,
4,"SLGL","Sol-Gel Technologies Ltd","Healthcare","Biotechnology","Israel",20.06,,,27.86,9.42,33.81%,66.20%,0.00%,27.99%,0.31%,0.10%,0.25,0.01,,-1453.95%,-1329.13%,-1.19%,2.83%,-1.42%,2.83%,-10.00%,-17.69%,-13.87%,-9.65%,-9.65%,-9.65%,-16.64%,-19.99%,-21.73%,-37.38%,-81.44%,-34.83%,0.11,11.17%,9.95%,-15.94%,-11.64%,-33.04%,0.01%,7.46%,36.30,3155.16,5725885,0.67,0.72,1.14,0.69,0.72,7.48%,,
5,"VSME","Vs Media Holdings Ltd.","Communication Services","Advertising Agencies","Hong Kong",39.38,,,20.00,18.42,92.10%,16.27%,0.00%,0.03%,,0.29%,0.38,0.05,22.59%,-36.47%,-51.71%,0.56%,0.56%,0.00%,-1.10%,1.70%,1.70%,-3.24%,-7.25%,-7.25%,-7.25%,-10.50%,3.47%,-39.40%,-60.60%,,-32.35%,0.35,15.11%,22.06%,-2.35%,-11.24%,-49.53%,-12.68%,24.23%,138.88,391.64,2719554,1.65,2.05,2.06,1.75,1.79,8.48%,,
