"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
11,"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",1558.09,,1008.49,991.03,98.27%,2.36%,3.87%,66.91%,0.64%,14.16%,14.13,140.38,-0.65%,-0.65%,-0.65%,0.00%,-0.65%,0.00%,-4.06%,-5.25%,5.86%,5.14%,14.55%,46.19%,12.87%,12.04%,-16.12%,-16.12%,0.09,5.60%,6.74%,31.13%,26.60%,9.75%,-6.12%,9.73%,9934.29,10.41,12732147,1.49,1.63,1.68,1.47,1.53,3.02%
12,"LYG","Lloyds Banking Group plc ADR","Financial","Banks - Regional","United Kingdom",47384.14,,15877.00,15583.00,98.15%,0.03%,0.00%,2.36%,9.08%,0.09%,1.48,13.28,0.13%,0.16%,0.33%,0.16%,0.00%,-0.49%,-0.55%,-0.01%,-0.30%,-0.33%,0.33%,8.96%,18.75%,40.74%,30.47%,27.19%,0.05,1.47%,1.38%,3.82%,7.28%,25.30%,-0.17%,0.50%,8990.98,3.51,3885946,3.03,3.05,3.06,3.03,3.04,0.33%
13,"MAT","Mattel, Inc.","Consumer Cyclical","Leisure","USA",6314.24,22.36,348.50,340.80,97.79%,0.96%,-2.81%,97.38%,-1.06%,4.81%,4.07,16.38,-0.07%,-0.38%,-0.81%,-1.56%,-2.47%,-1.71%,3.38%,5.52%,6.03%,5.58%,9.88%,6.56%,-2.03%,2.97%,-14.93%,-2.81%,0.73,7.48%,3.51%,10.66%,5.98%,-1.47%,4.53%,1.83%,4030.11,3.77,1869256,17.24,17.56,18.82,17.59,18.35,6.44%
14,"NAAS","Naas Technology Inc ADR","Consumer Cyclical","Specialty Retail","China",28.53,,4.24,4.15,97.88%,0.95%,0.00%,13.63%,-49.55%,1.72%,0.03,0.07,0.89%,0.89%,-0.73%,4.93%,-5.42%,2.09%,17.40%,19.26%,17.41%,17.21%,28.73%,28.49%,-65.27%,-71.14%,-93.40%,-77.60%,1.64,54.87%,41.69%,76.36%,2.11%,-76.05%,17.82%,1.40%,2542.53,3.54,1108130,5.70,5.78,7.20,5.78,6.81,19.47%
15,"NIVF","NewGenIvf Group Ltd","Healthcare","Health Information Services","Taiwan",10.46,,3.73,2.83,75.87%,72.08%,0.00%,12.73%,2.33%,2.83%,0.04,0.08,-0.95%,-3.72%,-0.47%,1.99%,-13.09%,-3.19%,9.01%,11.60%,0.01%,0.01%,9.40%,0.01%,-53.81%,-90.59%,-89.87%,-90.55%,0.12,6.12%,8.46%,4.43%,-5.22%,-85.34%,9.57%,7.95%,2078.12,30.12,7704522,0.87,0.94,1.27,0.93,1.03,18.28%
16,"OTLY","Oatly Group AB ADR","Consumer Defensive","Packaged Foods","Sweden",618.60,,594.81,554.89,93.29%,6.71%,0.00%,5.75%,-8.75%,3.48%,11.54,19.32,0.00%,-0.85%,0.94%,0.00%,-1.89%,-5.45%,-7.65%,-8.77%,-5.42%,0.97%,-2.80%,9.19%,8.33%,-10.34%,-50.71%,-11.86%,0.07,9.87%,6.12%,5.35%,-0.36%,3.55%,-5.45%,10.00%,1673.88,7.84,1616137,1.00,1.10,1.15,1.02,1.04,4.00%
17,"PIRS","Pieris Pharmaceuticals Inc","Healthcare","Biotechnology","USA",18.02,,1.24,1.23,99.19%,6.97%,0.00%,36.76%,-76.57%,1.45%,0.85,0.02,0.55%,-5.67%,-3.59%,-2.50%,-3.97%,-12.95%,-3.62%,2.40%,-1.16%,32.52%,84.46%,59.00%,13.75%,1.93%,-25.82%,-6.25%,1.32,7.80%,9.40%,70.40%,45.61%,-1.32%,3.41%,65.41%,20.91,1303.23,3354046,7.98,13.20,17.45,13.12,13.65,71.05%
18,"RGC","Regencell Bioscience Holdings Ltd","Healthcare","Drug Manufacturers - Specialty & Generic","Hong Kong",236.78,,13.01,12.02,92.39%,7.60%,0.00%,0.01%,,0.01%,0.03,0.00,-2.67%,-6.38%,-10.08%,-7.10%,-4.21%,-4.68%,1.85%,-2.31%,-9.00%,-11.09%,468.11%,316.17%,391.89%,29.63%,-39.31%,73.33%,2.70,162.76%,46.68%,338.47%,280.98%,69.36%,0.00%,21.66%,32.61,241.78,970536,14.96,18.20,21.00,16.78,18.20,21.66%
19,"SAN","Banco Santander S.A. ADR","Financial","Banks - Diversified","Spain",76982.43,6.85,15886.33,15196.50,95.66%,0.00%,,2.72%,-4.97%,0.04%,2.85,6.34,0.01%,0.05%,0.11%,0.02%,0.31%,-0.18%,0.21%,0.71%,0.51%,1.32%,4.23%,8.24%,1.52%,27.60%,31.24%,22.36%,0.09,1.26%,1.26%,6.25%,3.07%,15.48%,0.31%,2.23%,2226.43,5.07,1389158,4.94,5.05,5.09,5.04,5.07,2.55%
20,"SEDG","Solaredge Technologies Inc","Technology","Solar","Israel",1516.73,,57.12,56.78,99.40%,0.90%,1.38%,90.82%,1.72%,28.39%,4.02,16.12,0.00%,0.70%,0.47%,0.61%,1.03%,2.12%,1.18%,3.08%,2.83%,1.53%,-5.83%,-20.39%,-53.37%,-63.15%,-89.82%,-71.72%,2.39,6.58%,7.75%,-1.10%,-31.01%,-60.72%,2.44%,1.25%,4005.48,2.70,1329401,25.52,25.84,26.93,25.85,26.47,3.72%
21,"SGMO","Sangamo Therapeutics Inc","Healthcare","Biotechnology","USA",142.46,,207.51,186.71,89.98%,10.03%,0.00%,49.04%,6.83%,8.31%,6.84,15.51,0.96%,0.63%,2.25%,11.37%,14.68%,14.55%,-12.54%,6.77%,59.65%,50.09%,57.45%,46.13%,31.79%,51.14%,-47.99%,26.36%,0.08,12.61%,13.12%,75.93%,39.33%,22.82%,-4.65%,79.42%,2266.02,405.93,113211762,0.40,0.72,0.90,0.57,0.69,71.07%
22,"SNDL","SNDL Inc","Consumer Defensive","Beverages - Wineries & Distilleries","Canada",609.19,,262.78,262.67,99.96%,0.61%,0.00%,10.46%,34.36%,4.64%,2.85,12.18,0.12%,0.00%,0.00%,0.00%,-0.63%,-0.61%,-1.07%,-0.22%,0.18%,0.22%,5.73%,22.61%,11.35%,58.97%,63.48%,40.55%,0.10,5.80%,4.86%,12.76%,8.48%,32.89%,0.22%,0.44%,4270.06,2.50,1313460,2.29,2.30,2.34,2.30,2.31,0.66%
23,"SPWR","Sunpower Corp","Technology","Solar","USA",217.47,,217.23,53.27,24.52%,75.48%,0.00%,36.31%,128.39%,54.73%,1.63,29.15,-0.74%,-2.29%,-0.65%,0.11%,-0.88%,0.74%,7.36%,6.00%,7.90%,11.23%,-60.27%,-63.73%,-48.92%,-71.80%,-91.36%,-79.27%,0.38,64.47%,23.23%,-55.33%,-63.47%,-71.00%,6.50%,0.04%,17938.15,4.94,10913450,0.94,0.94,1.07,0.93,1.00,6.55%
24,"T","AT&T, Inc.","Communication Services","Telecom Services","USA",135803.02,10.15,7170.17,7161.92,99.88%,0.12%,0.00%,59.03%,-0.90%,1.57%,3.34,112.27,-0.11%,0.13%,0.06%,-0.13%,-0.24%,0.26%,-0.32%,1.34%,0.40%,1.18%,-1.15%,1.55%,14.79%,10.18%,26.69%,12.87%,0.38,2.01%,1.60%,0.69%,4.29%,11.79%,0.05%,3.95%,33605.79,2.79,11544902,18.21,18.93,19.08,18.76,18.94,4.01%
25,"TELL","Tellurian Inc","Energy","Oil & Gas E&P","USA",791.16,,836.23,760.76,90.97%,9.02%,0.00%,37.09%,-9.24%,13.48%,2.35,102.53,0.00%,0.00%,-0.26%,-0.15%,-0.45%,-0.49%,0.40%,0.33%,0.40%,0.40%,49.79%,31.40%,131.09%,71.71%,-41.60%,25.21%,0.09,7.18%,11.06%,37.54%,48.77%,47.16%,0.65%,-0.21%,43547.35,4.60,24633650,0.94,0.94,0.96,0.93,0.95,0.44%
26,"TKNO","Alpha Teknova Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",152.66,,40.82,40.82,100.00%,0.00%,,14.67%,-0.95%,0.35%,0.40,0.14,0.80%,9.13%,9.10%,12.32%,10.65%,16.50%,22.22%,28.96%,36.49%,34.05%,94.79%,157.92%,107.89%,25.71%,8.88%,0.27%,0.35,34.13%,14.45%,150.20%,127.57%,55.22%,27.64%,16.73%,352.40,62.45,2708609,2.51,2.93,3.75,2.90,3.74,49.00%
27,"TLSA","Tiziana Life Sciences Ltd","Healthcare","Biotechnology","United Kingdom",196.56,,194.61,121.18,62.27%,37.73%,0.00%,0.43%,,0.11%,0.64,0.13,-3.35%,-3.81%,-3.81%,-5.60%,-7.34%,-1.94%,1.01%,-4.72%,-1.94%,5.21%,24.69%,6.54%,30.32%,71.22%,49.14%,80.36%,0.08,7.82%,8.86%,17.99%,20.09%,56.50%,2.24%,9.75%,202.44,25.96,646918,0.90,0.99,1.10,0.93,1.01,12.21%
28,"TNXP","Tonix Pharmaceuticals Holding Corp","Healthcare","Biotechnology","USA",10.29,,58.61,17.45,29.77%,0.00%,,4.27%,216.69%,10.26%,1.31,1.79,-0.22%,1.20%,0.36%,0.80%,1.50%,2.52%,-1.39%,-3.96%,-0.89%,-10.37%,-1.06%,-50.45%,-88.25%,-93.69%,-98.94%,-95.43%,0.14,5.94%,10.34%,-16.58%,-78.21%,-93.84%,-1.73%,5.69%,1362.37,50.71,8503238,0.57,0.60,0.61,0.57,0.59,3.86%
29,"XRX","Xerox Holdings Corp","Technology","Information Technology Services","USA",1475.50,,123.14,115.07,93.45%,7.35%,0.00%,94.28%,-2.25%,13.28%,7.87,15.28,0.00%,0.00%,0.30%,0.00%,-0.59%,-0.92%,1.45%,1.71%,2.33%,2.33%,-1.33%,-9.10%,-19.51%,-28.61%,-23.35%,-35.19%,0.42,2.87%,3.60%,2.60%,-8.20%,-22.21%,1.54%,0.17%,1939.95,2.27,541225,11.68,11.70,12.04,11.67,11.88,1.71%
