"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
1,"HOVR","New Horizon Aircraft Ltd","Industrials","Aerospace & Defense","Canada",10.98,1.05,12.17,8.51,69.93%,54.29%,0.00%,12.32%,,1.94%,0.17,0.17,0.00%,0.00%,-3.70%,-5.60%,2.27%,2.27%,2.27%,2.27%,2.27%,2.27%,-9.23%,-19.18%,-74.18%,-69.62%,-94.34%,-92.91%,0.12,30.03%,18.41%,5.83%,-32.71%,-87.25%,1.29%,8.27%,950.04,22.46,1066991,0.54,0.58,0.63,0.58,0.59,9.67%
2,"NMHI","Nature's Miracle Holding Inc.","Industrials","Specialty Industrial Machinery","USA",20.08,3.26,22.27,9.88,44.36%,62.65%,0.00%,0.61%,6.94%,0.92%,1.11,0.09,-0.03%,-0.55%,-0.11%,1.31%,-1.44%,-1.44%,-1.44%,-1.44%,-1.44%,-1.44%,68.46%,23.56%,-17.33%,-93.09%,-92.64%,-93.10%,0.08,9.46%,8.83%,60.62%,23.67%,-86.73%,-3.67%,125.09%,81.94,2226.67,9122731,0.35,0.79,0.80,0.72,0.76,116.83%
3,"SOAR","Volato Group Inc","Industrials","Airports & Air Services","USA",29.22,,28.04,14.36,51.21%,51.36%,0.12%,7.74%,6.23%,2.49%,0.79,0.36,-1.01%,-5.72%,-1.99%,-0.81%,11.43%,11.43%,11.43%,11.43%,11.43%,11.43%,62.20%,104.48%,-47.62%,-49.88%,-90.54%,-73.78%,0.12,25.86%,14.32%,80.98%,11.14%,-78.10%,14.24%,81.31%,452.58,400.58,9064716,0.48,0.87,1.07,0.87,0.99,107.14%
4,"WRNT","Warrantee Inc ADR","Technology","Software - Application","Japan",19.60,,22.40,,,,,0.68%,,,0.83,0.10,1.80%,0.00%,-1.70%,-1.86%,-4.87%,-4.87%,-4.87%,-4.87%,-4.87%,-4.87%,182.23%,165.12%,191.63%,165.20%,,165.28%,0.08,9.78%,9.10%,182.42%,182.38%,122.41%,-10.49%,235.88%,123.25,3000.32,18490126,0.29,0.98,1.04,0.83,0.87,200.65%
