"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change"
1,"HOLO","MicroCloud Hologram Inc","Technology","Electronic Components","China",48.10,,81.99,77.86,94.96%,5.04%,0.00%,0.11%,-81.63%,9.54%,0.36,7.43,-0.02%,0.00%,1.12%,0.00%,-0.10%,0.72%,6.58%,2.28%,5.58%,5.58%,0.05%,-45.17%,-77.08%,-72.57%,-97.45%,-83.47%,0.15,27.06%,19.40%,-19.45%,-53.72%,-88.17%,6.29%,-5.61%,20455.54,3.48,3560400,0.58,0.55,0.59,0.53,0.59,0.32%
2,"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",1614.42,,1008.49,991.03,98.27%,2.36%,3.87%,66.91%,0.64%,14.16%,14.13,140.38,0.66%,1.31%,0.66%,0.66%,0.68%,0.07%,0.35%,9.69%,8.94%,8.94%,18.69%,51.48%,16.95%,16.09%,-13.09%,-13.09%,0.08,5.60%,6.74%,35.87%,31.18%,13.72%,8.94%,-2.01%,9934.29,5.42,2693126,1.49,1.46,1.65,1.45,1.59,6.74%
3,"MAXN","Maxeon Solar Technologies Ltd","Technology","Solar","Singapore",12.28,,53.96,31.36,58.12%,43.70%,0.00%,89.93%,0.40%,73.19%,0.38,22.95,0.96%,0.23%,-0.18%,1.52%,6.27%,5.40%,5.05%,5.50%,4.45%,4.45%,-9.67%,-79.30%,-88.75%,-95.68%,-99.19%,-96.92%,0.12,13.72%,26.69%,-45.26%,-84.60%,-94.43%,4.45%,0.05%,59760.75,2.97,8862227,0.21,0.21,0.22,0.21,0.22,4.50%
4,"PIRS","Pieris Pharmaceuticals Inc","Healthcare","Biotechnology","USA",17.70,,1.24,1.23,99.19%,6.97%,0.00%,36.76%,-76.57%,1.45%,0.85,0.02,-0.67%,-1.40%,-1.76%,-2.76%,-1.40%,-1.61%,-6.94%,-0.45%,30.19%,30.19%,81.21%,56.20%,11.75%,0.13%,-27.12%,-7.90%,1.21,7.80%,9.40%,67.40%,43.05%,-3.06%,38.25%,21.55%,20.91,1193.13,1247463,7.98,9.70,15.88,9.70,13.41,68.05%
5,"RGC","Regencell Bioscience Holdings Ltd","Healthcare","Drug Manufacturers - Specialty & Generic","Hong Kong",229.11,,13.01,12.02,92.39%,7.60%,0.00%,0.01%,,0.01%,0.03,0.00,-1.18%,-1.18%,-2.71%,0.06%,-1.89%,2.56%,1.85%,-10.70%,-13.97%,-13.97%,449.69%,302.68%,375.95%,25.43%,-41.28%,67.71%,2.84,162.76%,46.68%,324.26%,268.63%,63.87%,-12.08%,33.89%,32.61,333.10,543196,14.96,20.03,22.95,16.00,17.61,17.71%
6,"SGMO","Sangamo Therapeutics Inc","Healthcare","Biotechnology","USA",128.30,,207.51,186.71,89.98%,10.03%,0.00%,49.04%,6.83%,8.31%,6.84,15.51,3.08%,2.06%,-4.09%,-6.33%,0.28%,5.78%,23.66%,53.42%,35.18%,35.18%,41.81%,31.61%,18.70%,36.13%,-53.16%,13.80%,0.08,12.61%,13.12%,58.46%,25.49%,10.62%,35.12%,14.03%,2266.02,180.56,20457759,0.40,0.46,0.74,0.32,0.62,54.07%
7,"TNXP","Tonix Pharmaceuticals Holding Corp","Healthcare","Biotechnology","USA",10.82,,58.61,17.45,29.77%,0.00%,,4.27%,216.69%,10.26%,1.31,1.79,-0.02%,1.42%,1.99%,3.33%,3.32%,0.15%,1.77%,-5.78%,-5.78%,-5.78%,4.01%,-47.91%,-87.65%,-93.36%,-98.89%,-95.19%,0.15,5.94%,10.34%,-12.31%,-77.10%,-93.53%,6.88%,2.15%,1362.37,101.57,6918992,0.57,0.58,0.69,0.57,0.62,9.18%
