Symbol,Combination,Total_Trades,Profitable_Trades,Total_Profit_Loss,Accuracy
AEP,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",17,11,1.0253219604492188,64.70588235294117
AEP,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AEP,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
AEP,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AEP,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",22,14,2.0756301879882812,63.63636363636363
AEP,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
AEP,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AEP,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NEE,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",21,14,2.6960983276367188,66.66666666666666
NEE,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",21,14,2.6960983276367188,66.66666666666666
NEE,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",21,14,2.6960983276367188,66.66666666666666
NEE,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
NEE,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",64,39,8.167289733886719,60.9375
NEE,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",64,39,8.167289733886719,60.9375
NEE,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",21,14,2.6960983276367188,66.66666666666666
NEE,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
NEE,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",21,14,2.6960983276367188,66.66666666666666
NEE,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",47,25,11.023078918457031,53.191489361702125
NEE,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
NEE,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
NEE,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",21,14,2.6960983276367188,66.66666666666666
NEE,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NEE,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
NEE,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NEE,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",64,39,8.167289733886719,60.9375
NEE,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
NEE,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NEE,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NTAP,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",27,13,-2.5631637573242188,48.148148148148145
NTAP,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",27,13,-2.5631637573242188,48.148148148148145
NTAP,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",11,7,-0.32819366455078125,63.63636363636363
NTAP,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
NTAP,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",53,30,1.934051513671875,56.60377358490566
NTAP,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",12,8,-0.218292236328125,66.66666666666666
NTAP,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",27,13,-2.5631637573242188,48.148148148148145
NTAP,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
NTAP,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",11,7,-0.32819366455078125,63.63636363636363
NTAP,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",12,8,-0.218292236328125,66.66666666666666
NTAP,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
NTAP,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
NTAP,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",11,7,-0.32819366455078125,63.63636363636363
NTAP,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NTAP,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
NTAP,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NTAP,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",12,8,-0.218292236328125,66.66666666666666
NTAP,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
NTAP,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NTAP,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
ADSK,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",23,12,0.4693145751953125,52.17391304347826
ADSK,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",18,9,-0.826690673828125,50.0
ADSK,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",9,4,-8.396697998046875,44.44444444444444
ADSK,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
ADSK,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",36,17,15.450454711914062,47.22222222222222
ADSK,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",12,7,5.8818206787109375,58.333333333333336
ADSK,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",18,9,-0.826690673828125,50.0
ADSK,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
ADSK,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",9,4,-8.396697998046875,44.44444444444444
ADSK,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",12,7,5.8818206787109375,58.333333333333336
ADSK,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
ADSK,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
ADSK,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",9,4,-8.396697998046875,44.44444444444444
ADSK,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
ADSK,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
ADSK,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
ADSK,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",12,7,5.8818206787109375,58.333333333333336
ADSK,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
ADSK,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
ADSK,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
IBM,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",16,8,14.96588134765625,50.0
IBM,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",16,8,14.96588134765625,50.0
IBM,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",16,8,14.96588134765625,50.0
IBM,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
IBM,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",64,34,12.826873779296875,53.125
IBM,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",39,20,4.5725860595703125,51.28205128205128
IBM,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",16,8,14.96588134765625,50.0
IBM,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
IBM,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",16,8,14.96588134765625,50.0
IBM,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",39,20,4.5725860595703125,51.28205128205128
IBM,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
IBM,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
IBM,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",16,8,14.96588134765625,50.0
IBM,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
IBM,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
IBM,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
IBM,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",39,20,4.5725860595703125,51.28205128205128
IBM,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
IBM,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
IBM,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",32,17,-10.935516357421875,53.125
AMP,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
AMP,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
AMP,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
AMP,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
AMP,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
AMP,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
COF,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",21,12,4.8900146484375,57.14285714285714
COF,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",21,12,4.8900146484375,57.14285714285714
COF,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",11,6,3.100006103515625,54.54545454545454
COF,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
COF,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",59,27,-2.253173828125,45.76271186440678
COF,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",15,8,6.2750244140625,53.333333333333336
COF,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",21,12,4.8900146484375,57.14285714285714
COF,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
COF,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",11,6,3.100006103515625,54.54545454545454
COF,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",15,8,6.2750244140625,53.333333333333336
COF,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
COF,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
COF,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",11,6,3.100006103515625,54.54545454545454
COF,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
COF,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
COF,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
COF,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",15,8,6.2750244140625,53.333333333333336
COF,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
COF,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
COF,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
WM,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",23,13,-19.77581787109375,56.52173913043478
WM,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",23,13,-20.035812377929688,56.52173913043478
WM,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",2,0,-11.230010986328125,0.0
WM,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
WM,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",40,20,-22.795822143554688,50.0
WM,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",2,0,-11.230010986328125,0.0
WM,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",23,13,-20.035812377929688,56.52173913043478
WM,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
WM,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",2,0,-11.230010986328125,0.0
WM,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",2,0,-11.230010986328125,0.0
WM,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
WM,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
WM,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",2,0,-11.230010986328125,0.0
WM,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
WM,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
WM,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
WM,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",2,0,-11.230010986328125,0.0
WM,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
WM,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
WM,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
VTRS,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",24,11,0.025098800659179688,45.83333333333333
VTRS,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",24,11,0.025098800659179688,45.83333333333333
VTRS,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",24,11,0.025098800659179688,45.83333333333333
VTRS,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
VTRS,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",80,39,-0.5497045516967773,48.75
VTRS,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",80,39,-0.5497045516967773,48.75
VTRS,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",24,11,0.025098800659179688,45.83333333333333
VTRS,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
VTRS,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",24,11,0.025098800659179688,45.83333333333333
VTRS,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",81,42,-0.952397346496582,51.85185185185185
VTRS,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
VTRS,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
VTRS,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",24,11,0.025098800659179688,45.83333333333333
VTRS,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
VTRS,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
VTRS,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
VTRS,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",80,39,-0.5497045516967773,48.75
VTRS,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
VTRS,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
VTRS,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
LEG,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",19,8,-0.5881977081298828,42.10526315789473
LEG,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",20,9,0.016801834106445312,45.0
LEG,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",14,7,-0.2482004165649414,50.0
LEG,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
LEG,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",59,25,1.7435035705566406,42.3728813559322
LEG,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",28,14,1.7792978286743164,50.0
LEG,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",19,8,-0.5881977081298828,42.10526315789473
LEG,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
LEG,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",14,7,-0.2482004165649414,50.0
LEG,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",28,14,1.7792978286743164,50.0
LEG,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
LEG,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
LEG,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",14,7,-0.2482004165649414,50.0
LEG,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
LEG,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
LEG,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
LEG,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",28,14,1.7792978286743164,50.0
LEG,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
LEG,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
LEG,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NSC,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",19,10,23.306289672851562,52.63157894736842
NSC,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",11,5,17.004974365234375,45.45454545454545
NSC,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",3,1,-8.350006103515625,33.33333333333333
NSC,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
NSC,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",30,17,18.532470703125,56.666666666666664
NSC,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",4,2,-6.545013427734375,50.0
NSC,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",11,5,17.004974365234375,45.45454545454545
NSC,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
NSC,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",3,1,-8.350006103515625,33.33333333333333
NSC,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",4,2,-6.545013427734375,50.0
NSC,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
NSC,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
NSC,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",3,1,-8.350006103515625,33.33333333333333
NSC,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NSC,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
NSC,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NSC,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",4,2,-6.545013427734375,50.0
NSC,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
NSC,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
NSC,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
TTD,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",25,14,16.203514099121094,56.00000000000001
TTD,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",25,14,16.203514099121094,56.00000000000001
TTD,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",25,14,16.203514099121094,56.00000000000001
TTD,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
TTD,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",58,33,6.064300537109375,56.896551724137936
TTD,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",46,24,6.740516662597656,52.17391304347826
TTD,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",25,14,16.203514099121094,56.00000000000001
TTD,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
TTD,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",25,14,16.203514099121094,56.00000000000001
TTD,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",46,24,6.740516662597656,52.17391304347826
TTD,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
TTD,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
TTD,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",25,14,16.203514099121094,56.00000000000001
TTD,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
TTD,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
TTD,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
TTD,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",46,24,6.740516662597656,52.17391304347826
TTD,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
TTD,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
TTD,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
CF,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",28,12,-13.709907531738281,42.857142857142854
CF,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",28,12,-13.709907531738281,42.857142857142854
CF,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",10,4,-1.7400131225585938,40.0
CF,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
CF,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",62,28,-16.196327209472656,45.16129032258064
CF,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute_Institutional_Transactions",10,4,-1.7400131225585938,40.0
CF,"Volume_Float_Ratio, Volume_Per_Minute, Relative Volume",28,12,-13.709907531738281,42.857142857142854
CF,"Market_Force_Indicator, Volume_Float_Ratio, Short Ratio",0,0,0.0,0.0
CF,"Volume_Float_Ratio, Relative Volume, Volume_Per_Minute_Institutional_Transactions",10,4,-1.7400131225585938,40.0
CF,"Market_Force_Indicator, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",10,4,-1.7400131225585938,40.0
CF,"Volume_Float_Ratio, Relative Volume, Short Ratio",0,0,0.0,0.0
CF,"Market_Force_Indicator, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
CF,"Volume_Per_Minute, Relative Volume, Volume_Per_Minute_Institutional_Transactions",10,4,-1.7400131225585938,40.0
CF,"Market_Force_Indicator, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
CF,"Volume_Per_Minute, Relative Volume, Short Ratio",0,0,0.0,0.0
CF,"Relative Volume, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
CF,"Volume_Float_Ratio, Volume_Per_Minute, Volume_Per_Minute_Institutional_Transactions",10,4,-1.7400131225585938,40.0
CF,"Volume_Float_Ratio, Volume_Per_Minute, Short Ratio",0,0,0.0,0.0
CF,"Volume_Float_Ratio, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
CF,"Volume_Per_Minute, Short Ratio, Volume_Per_Minute_Institutional_Transactions",0,0,0.0,0.0
PAYX,"Market_Force_Indicator, Volume_Float_Ratio, Relative Volume",25,12,-4.444114685058594,48.0
PAYX,"Market_Force_Indicator, Volume_Per_Minute, Relative Volume",22,10,-6.369117736816406,45.45454545454545
PAYX,"Market_Force_Indicator, Relative Volume, Volume_Per_Minute_Institutional_Transactions",7,3,-2.5201034545898438,42.857142857142854
PAYX,"Market_Force_Indicator, Relative Volume, Short Ratio",0,0,0.0,0.0
PAYX,"Market_Force_Indicator, Volume_Float_Ratio, Volume_Per_Minute",36,15,-9.903923034667969,41.66666666666667
